Country,Continent,Code,Year,Annual CO2 Emission,Population,GDP,Biofuel Consumption,Biofuel Cons Change(%),Biofuel Share Energy,Hydro Consumption,Hydro Cons Change(%),Hydro Share Energy,Solar Consumption,Solar Cons Change(%),Solar Share Energy,Wind Consumption,Wind Cons Change(%),Wind Share Energy,Renewables Consumption,Renewables Cons Change(%),Renewables Share Energy,Other Renewables Consumption,Other Renewables Cons Change(%),Other Renewables Share Energy,Coal Consumption,Coal Cons Change(%),Coal Share Energy,Fossil Consumption,Fossil Cons Change(%),Fossil Share Energy,Gas Consumption,Gas Cons Change(%),Gas Share Energy,Oil Consumption,Oil Cons Change(%),Oil Share Energy,Renewable Energy Consumption,Renewable Energy Change Pct,Renewable Energy Share,Convention Energy Consumption,Convention Energy Change Pct,Convention Energy Share,Total Consumption,Renewable Change,Fossil Change,CO2 Per_Capita,GDP Per_Capita,CO2 Change (%),GDP Change (%),Growth Category
Mexico,North America,MEX,2014,484044500.0,118755888.0,1854551097344.0,1.837,54.582,0.082,105.362,39.107,4.724,0.599,108.491,0.027,17.409,53.57,0.78,147.502,34.287,6.613,22.295,2.856,1.0,147.939,-0.194,6.632,2057.915,-2.064,92.259,788.484,1.354,35.349,1121.492,-4.563,50.278,295.004,292.893,13.226,4115.83,-5.467,184.518,4410.834,1.6770000000000005,-1.429000000000002,4.075962111453371,15616.498083396084,-2.295166215159772,2.855799883267607,"Decoupled (GDP↑, CO₂↓)"
Mexico,North America,MEX,2015,479433730.0,120149896.0,1916008792064.0,1.954,6.346,0.089,83.19,-20.571,3.772,0.545,-8.508,0.025,23.55,36.085,1.068,132.219,-9.526,5.995,22.981,3.697,1.042,147.65,-0.195,6.695,2043.285,-0.711,92.648,807.829,2.453,36.629,1087.805,-3.004,49.324,264.43899999999996,7.523000000000001,11.991,4086.569,-1.457,185.296,4351.008,-0.6180000000000003,0.3889999999999958,3.990296670752008,15946.82022915775,-0.9525508501801006,3.313885220418933,"Decoupled (GDP↑, CO₂↓)"
Mexico,North America,MEX,2016,478827740.0,121519224.0,1961906667520.0,2.07,5.967,0.092,80.395,-2.785,3.568,0.675,24.767,0.03,27.783,18.673,1.233,133.637,1.71,5.93,22.714,-0.966,1.008,144.633,-2.043,6.418,2092.615,2.414,92.865,830.3,2.782,36.847,1117.681,2.746,49.6,267.274,47.366,11.861,4185.228999999999,5.899,185.73,4452.503,-0.06500000000000039,0.21699999999999875,3.940345603260271,16144.825509418986,-0.12639703093063615,2.395493989699138,"Decoupled (GDP↑, CO₂↓)"
Mexico,North America,MEX,2017,464406460.0,122839256.0,2007719477248.0,2.187,5.631,0.095,82.175,2.819,3.583,3.158,370.32,0.138,28.262,2.329,1.232,137.736,3.753,6.006,21.955,-2.682,0.957,176.753,22.208,7.707,2127.736,1.678,92.782,860.335,3.617,37.516,1090.648,-2.419,47.559,275.47299999999996,382.17,12.011,4255.472,25.084,185.564,4530.945,0.07600000000000051,-0.08299999999999841,3.7806030020240433,16344.28229724869,-3.011788748914168,2.3351166743273755,"Decoupled (GDP↑, CO₂↓)"
Mexico,North America,MEX,2018,468413280.0,124013864.0,2051539206144.0,2.441,11.638,0.108,85.283,4.393,3.765,8.497,170.686,0.375,32.9,17.095,1.452,149.111,8.911,6.582,19.989,-9.042,0.882,157.545,-10.867,6.955,2081.753,-2.161,91.898,902.736,4.928,39.851,1021.472,-6.343,45.093,298.22099999999995,203.681,13.164,4163.506,-14.443,183.79700000000005,4461.727,0.5759999999999996,-0.8840000000000003,3.7771041470008546,16542.821423127338,0.862783002630918,2.1825623246960912,"Coupled (GDP↑, CO₂↑)"
Mexico,North America,MEX,2019,468235650.0,125085312.0,2047701155840.0,2.696,10.425,0.12,62.215,-26.778,2.776,26.266,210.25,1.172,44.092,34.512,1.967,154.75,4.366,6.904,19.481,-2.021,0.869,150.415,-4.526,6.711,2058.36,-1.124,91.833,933.893,3.451,41.665,974.052,-4.642,43.457,309.5,230.754,13.808,4116.72,-6.841000000000001,183.666,4426.22,0.32200000000000006,-0.06499999999999773,3.7433303919807948,16370.436489297801,-0.03792164047953239,-0.1870814992229075,Both Decrease
Mexico,North America,MEX,2020,428940300.0,125998296.0,1880176590848.0,2.951,9.443,0.144,70.429,13.62,3.449,41.589,58.923,2.037,51.745,17.792,2.534,185.863,20.121,9.102,19.149,-2.813,0.938,66.491,-55.795,3.256,1827.884,-11.197,89.518,922.448,-1.226,45.176,838.945,-13.871,41.086,371.726,117.086,18.203999999999997,3655.768,-82.089,179.036,4027.494,2.1980000000000004,-2.3149999999999977,3.4043341348044898,14922.238240809225,-8.392216611443404,-8.181104186722932,Both Decrease
Mexico,North America,MEX,2021,446834100.0,126705136.0,1973140979712.0,2.539,-13.96,0.117,90.844,29.459,4.175,52.844,27.528,2.429,55.146,6.963,2.534,217.792,17.031,10.009,16.42,-12.888,0.755,55.126,-17.092,2.533,1928.164,5.486,88.615,916.388,-0.657,42.115,956.65,14.03,43.966,435.585,54.133,20.019,3856.328,1.7670000000000012,177.229,4291.913,0.907,-0.9030000000000058,3.526566594743247,15572.699276468162,4.171629478507843,4.944449862662692,"Coupled (GDP↑, CO₂↑)"
Mexico,North America,MEX,2022,465335650.0,127504120.0,2033437638656.0,2.723,7.245,0.12,92.707,2.424,4.078,53.034,0.729,2.333,53.521,-2.591,2.355,220.225,1.438,9.688,18.24,9.667,0.802,67.837,23.057,2.984,2025.715,5.059,89.117,909.47,-0.755,40.01,1048.408,9.592,46.123,440.4500000000001,18.912,19.376,4051.43,36.953,178.23399999999998,4491.88,-0.32099999999999973,0.5020000000000095,3.649573441234683,15948.015159478768,4.140585957965159,3.0558718086530767,"Coupled (GDP↑, CO₂↑)"
Mexico,North America,MEX,2023,482623460.0,128455560.0,362723639296.0,2.778,2.022,0.118,52.991,-42.632,2.257,70.509,33.435,3.003,56.242,5.467,2.395,202.161,-7.895,8.61,19.642,6.02,0.837,73.322,8.085,3.123,2115.007,4.408,90.075,975.727,7.285,41.555,1065.958,1.674,45.398,404.323,-3.5829999999999984,17.22,4230.014,21.452,180.151,4634.337,-1.0780000000000012,0.9579999999999984,3.75712394231904,2823.728605410307,3.7151269196761483,-82.16204753956742,"Reversed (GDP↓, CO₂↑)"
Norway,Europe,NOR,1970,27978744.0,3875550.0,61972258816.0,0.0,-26.069,0.0,170.938,0.762,62.453,0.0,0.0,0.0,0.0,-15.865,0.0,170.938,0.762,64.094,0.0,-42.821,0.0,9.94,2.148,1.259,118.404,-5.917,27.189,3.989,-8.466,1.204,97.024,12.57,18.322,341.876,1.524,0.0,106.964,14.718,0.0,448.84,,,7.219296357936293,15990.571355291508,,,"Reversed (GDP↓, CO₂↑)"
Norway,Europe,NOR,1971,27166050.0,3902912.0,65149526016.0,0.0,-26.069,0.0,187.015,9.405,62.453,0.0,0.0,0.0,0.0,-15.865,0.0,187.015,9.405,64.094,0.0,-42.821,0.0,9.348,-5.96,1.259,118.404,-5.917,27.189,3.989,-8.466,1.204,96.001,-1.054,18.322,374.03,18.81,0.0,105.349,-7.014,0.0,479.37899999999996,0.0,0.0,6.960456705147336,16692.542905399867,-2.904683641267103,5.126918496602695,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,1972,29395056.0,3933047.0,68469665792.0,0.0,-26.069,0.0,199.351,6.597,62.453,0.0,0.0,0.0,0.0,-15.865,0.0,199.351,6.597,64.094,0.0,-42.821,0.0,10.15,8.577,1.259,118.404,-5.917,27.189,3.989,-8.466,1.204,100.552,4.741,18.322,398.702,13.194,0.0,110.702,13.318,0.0,509.404,0.0,0.0,7.473863393953848,17408.809452823727,8.205116312456173,5.09618408456971,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1973,30491832.0,3960705.0,71489060864.0,0.0,-26.069,0.0,215.467,8.084,62.453,0.0,0.0,0.0,0.0,-15.865,0.0,215.467,8.084,64.094,0.0,-42.821,0.0,10.911,7.503,1.259,118.404,-5.917,27.189,3.989,-8.466,1.204,102.167,1.606,18.322,430.934,16.168,0.0,113.078,9.109,0.0,544.0120000000001,0.0,0.0,7.698586993982132,18049.57977531778,3.7311580559669544,4.409828844750674,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1974,27690220.0,3985381.0,74488455168.0,0.0,-26.069,0.0,226.497,5.119,62.453,0.0,0.0,0.0,0.0,-15.865,0.0,226.497,5.119,64.094,0.0,-42.821,0.0,12.097,10.868,1.259,118.404,-5.917,27.189,3.989,-8.466,1.204,92.958,-9.013,18.322,452.994,10.238,0.0,105.055,1.8550000000000004,0.0,558.049,0.0,0.0,6.947948013000514,18690.422614048694,-9.18807371101874,4.195598973815051,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,1975,30602088.0,4007471.0,78383038464.0,0.0,-26.069,0.0,228.664,0.957,62.453,0.0,0.0,0.0,0.0,-15.865,0.0,228.664,0.957,64.094,0.0,-42.821,0.0,11.502,-4.918,1.259,118.404,-5.917,27.189,3.989,-8.466,1.204,96.233,3.523,18.322,457.328,1.914,0.0,107.735,-1.395,0.0,565.063,0.0,0.0,7.63625937654945,19559.227868149264,10.515871668769705,5.228438806008562,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1976,33332158.0,4026317.0,82978996224.0,0.0,-26.069,0.0,242.275,5.952,62.453,0.0,0.0,0.0,0.0,-15.865,0.0,242.275,5.952,64.094,0.0,-42.821,0.0,11.098,-3.515,1.259,118.404,-5.917,27.189,3.989,-8.466,1.204,106.441,10.608,18.322,484.55,11.904,0.0,117.539,7.093,0.0,602.089,0.0,0.0,8.278572700559842,20609.15626464583,8.921188645689803,5.863459557147488,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1977,33309498.0,4043365.0,86520545280.0,0.0,-26.069,0.0,212.968,-12.096,64.269,0.0,0.0,0.0,0.0,-15.865,0.0,212.968,-12.096,64.269,0.0,-42.821,0.0,9.555,-13.898,2.884,118.404,-5.917,35.731,3.989,-8.466,1.204,104.859,-1.486,31.644,425.936,-24.192,128.538,236.807,-15.384,71.463,662.7429999999999,0.17500000000001137,8.542000000000002,8.238063593071612,21398.15358742038,-0.06798239705931852,4.26800662476039,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,1978,32624622.0,4058804.0,89538338816.0,0.0,-26.069,0.0,238.647,12.057,64.178,0.0,0.0,0.0,0.0,-15.865,0.0,238.647,12.057,64.178,0.0,-42.821,0.0,9.848,3.06,2.648,133.203,12.499,35.822,6.699,67.93,1.802,116.656,11.25,31.372,477.294,24.114,128.356,266.40600000000006,94.739,71.644,743.7,-0.09100000000000819,0.09100000000000108,8.037989023367475,22060.276578026434,-2.056098233602921,3.487950204467327,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,1979,34625172.0,4072652.0,93549789184.0,0.0,-26.069,0.0,262.279,9.903,65.865,0.0,0.0,0.0,0.0,-15.865,0.0,262.279,9.903,65.865,0.0,-42.821,0.0,12.264,24.531,3.08,135.93,2.047,34.135,7.653,14.236,1.922,116.014,-0.551,29.134,524.558,19.806,131.73,271.861,40.263,68.27099999999999,796.419,1.6869999999999976,-1.6870000000000047,8.50187347212578,22970.238847807275,6.132025069899671,4.480148304117493,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1980,31777006.0,4085778.0,98181537792.0,0.0,-26.069,0.0,247.243,-5.733,65.252,0.0,0.0,0.0,0.0,-15.865,0.0,247.243,-5.733,65.252,0.0,-42.821,0.0,11.352,-7.433,2.996,131.659,-3.142,34.748,8.222,7.447,2.17,112.084,-3.387,29.581,494.486,-11.466,130.504,263.317,-6.514999999999999,69.495,757.803,-0.6129999999999995,0.6129999999999995,7.77746759613469,24030.071578044623,-8.225709319220131,4.95110534016272,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,1981,31804670.0,4099860.0,99126697984.0,0.0,-26.069,0.0,274.509,11.028,68.598,0.0,0.0,0.0,0.0,-15.865,0.0,274.509,11.028,68.598,0.0,-42.821,0.0,11.372,0.178,2.842,125.662,-4.555,31.402,10.106,22.914,2.526,104.184,-7.049,26.035,549.018,22.056,137.196,251.324,11.488000000000005,62.80499999999999,800.3420000000001,3.3460000000000036,-3.3459999999999965,7.757501475660145,24178.06900333182,0.0870566597746869,0.9626659077212052,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1982,30912102.0,4114936.0,99335069696.0,0.0,-26.069,0.0,273.519,-0.361,69.162,0.0,0.0,0.0,0.0,-15.865,0.0,273.519,-0.361,69.162,0.0,-42.821,0.0,10.938,-3.823,2.766,121.959,-2.947,30.838,10.909,7.94,2.758,100.112,-3.908,25.314,547.038,-0.722,138.324,243.918,-2.737999999999999,61.676,790.956,0.5640000000000072,-0.5640000000000001,7.5121707846732,24140.125070231956,-2.8064054744161737,0.2102074579682256,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,1983,31947258.0,4128576.0,102897041408.0,0.0,-26.069,0.0,312.518,14.259,71.882,0.0,0.0,0.0,0.0,-15.865,0.0,312.518,14.259,71.882,0.0,-42.821,0.0,11.652,6.533,2.68,122.246,0.235,28.118,12.281,12.58,2.825,98.312,-1.798,22.613,625.036,28.518,143.764,244.491,17.549999999999997,56.236,869.5269999999999,2.719999999999999,-2.7200000000000024,7.738081604892341,24923.131222000033,3.348707894403291,3.5858148817943913,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1984,33810250.0,4140232.0,108971450368.0,0.0,-26.069,0.0,313.154,0.203,71.136,0.0,0.0,0.0,0.0,-15.865,0.0,313.154,0.203,71.136,0.0,-42.821,0.0,13.066,12.137,2.968,127.063,3.94,28.864,11.816,-3.788,2.684,102.18,3.934,23.211,626.308,0.406,142.272,254.125,16.223000000000003,57.727,880.433,-0.7460000000000093,0.7460000000000022,8.1662694264476,26320.131424519204,5.831461341690103,5.90338543934823,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1985,32285598.0,4152640.0,114639986688.0,0.0,-26.069,0.0,302.745,-3.324,69.526,0.0,0.0,0.0,0.0,-15.865,0.0,302.761,-3.319,69.529,0.016,-42.821,0.004,13.013,-0.408,2.988,132.684,4.424,30.471,12.456,5.413,2.86,107.215,4.927,24.622,605.522,-6.643,139.059,265.368,14.356,60.941,870.8900000000001,-1.6069999999999993,1.6069999999999993,7.774716325036604,27606.531432534484,-4.509437226876467,5.20185452323263,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,1986,34785340.0,4167465.0,118764658688.0,0.0,-26.069,0.0,284.465,-6.038,66.958,0.0,0.0,0.0,0.0,-15.865,0.0,284.548,-6.017,66.977,0.083,420.0,0.02,11.597,-10.88,2.73,140.295,5.736,33.023,13.723,10.177,3.23,114.974,7.237,27.063,569.0959999999999,407.945,133.955,280.589,12.27,66.04599999999999,849.685,-2.5519999999999925,2.552000000000003,8.346882337344164,28498.057857234555,7.742591603847626,3.5979348211419016,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1987,33207004.0,4187034.0,121201516544.0,0.0,-26.069,0.0,305.377,7.351,68.416,0.0,0.0,0.0,0.0,-15.865,0.0,305.444,7.344,68.431,0.067,-19.231,0.015,11.204,-3.39,2.51,140.906,0.436,31.569,15.107,10.085,3.385,114.595,-0.33,25.674,610.888,-4.536000000000001,136.86199999999997,281.812,6.801,63.138,892.7,1.4539999999999935,-1.4540000000000042,7.930913386421032,28946.867052906662,-4.537359703829258,2.0518375440304437,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,1988,35591656.0,4209655.0,121152471040.0,0.0,-26.069,0.0,321.889,5.407,69.961,0.0,0.0,0.0,0.0,-15.865,0.0,321.975,5.412,69.98,0.086,28.571,0.019,11.502,2.658,2.5,138.122,-1.976,30.02,19.027,25.943,4.135,107.593,-6.11,23.385,643.95,39.39,139.96,276.244,20.515,60.03999999999999,920.1940000000001,1.5490000000000066,-1.5489999999999995,8.454767908534071,28779.667464435923,7.181171779302953,-0.04046608111721861,"Reversed (GDP↓, CO₂↑)"
Norway,Europe,NOR,1989,34147852.0,4227072.0,122312998912.0,0.0,-26.069,0.0,350.108,8.767,71.423,0.0,0.0,0.0,0.0,-15.865,0.0,350.2,8.766,71.442,0.093,7.407,0.019,10.077,-12.386,2.056,139.988,1.351,28.558,21.074,10.758,4.299,108.837,1.156,22.203,700.401,24.94,142.884,279.976,0.8789999999999989,57.116,980.377,1.461999999999989,-1.4619999999999997,8.078370086906492,28935.631782945737,-4.05658000290855,0.9579068937164648,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,1990,35003000.0,4241637.0,124859203584.0,0.0,-26.069,0.0,358.224,2.318,72.674,0.0,0.0,0.0,0.0,-15.865,0.0,358.904,2.473,72.811,0.68,634.483,0.138,9.438,-6.349,1.915,134.018,-4.264,27.189,22.318,5.905,4.528,102.263,-6.04,20.746,717.8079999999999,639.274,145.62300000000002,268.03700000000003,-10.748,54.378,985.8449999999999,1.369000000000014,-1.3689999999999998,8.252238463593184,29436.560361954595,2.504251219081066,2.0817122420748735,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1991,33458000.0,4261886.0,132697595904.0,0.0,-26.069,0.0,325.665,-9.089,71.323,0.0,0.0,0.0,0.0,-15.865,0.0,326.332,-9.076,71.469,0.667,-1.878,0.146,8.399,-11.001,1.84,130.275,-2.793,28.531,25.144,12.663,5.507,96.731,-5.409,21.185,652.6640000000001,-20.043,142.93799999999996,260.549,-6.54,57.063,913.2130000000001,-1.342000000000013,1.3419999999999987,7.850515006736455,31135.8858270728,-4.413907379367488,6.277784972996936,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,1992,34394000.0,4286560.0,141648314368.0,0.0,-26.069,0.0,344.995,5.935,72.142,0.0,0.0,0.0,0.0,-15.865,0.0,345.72,5.941,72.294,0.725,8.612,0.152,8.438,0.465,1.765,132.494,1.703,27.706,27.063,7.632,5.659,96.992,0.27,20.282,691.44,20.488,144.58799999999997,264.98699999999997,10.07,55.412000000000006,956.427,0.8250000000000028,-0.8249999999999993,8.02368332649024,33044.75252136912,2.797537210831491,6.7452001696213015,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1993,35938000.0,4312138.0,150177267712.0,0.0,-26.069,0.0,352.571,2.196,71.868,0.0,0.0,0.0,0.021,-15.865,0.004,353.367,2.211,72.03,0.776,7.048,0.158,9.125,8.141,1.86,137.215,3.563,27.97,28.47,5.2,5.803,99.619,2.709,20.306,706.735,11.455,144.05999999999997,274.429,19.613,55.93899999999999,981.164,-0.2639999999999958,0.26399999999999935,8.334148860727556,34826.63767068679,4.489155085189278,6.021217677071622,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1994,37853000.0,4336745.0,162645049344.0,0.0,-26.069,0.0,330.127,-6.366,69.445,0.0,0.0,0.0,0.027,28.571,0.006,331.016,-6.328,69.632,0.862,11.111,0.181,10.288,12.746,2.164,144.362,5.209,30.368,30.564,7.353,6.429,103.51,3.905,21.774,662.032,26.988000000000003,139.264,288.724,29.213,60.735,950.7560000000001,-2.397999999999996,2.3979999999999997,8.728435727717446,37503.945780533555,5.328621514831089,8.302043193321307,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1995,38458000.0,4359327.0,174592163840.0,0.0,-26.069,0.0,359.363,8.856,70.55,0.0,0.0,0.0,0.03,11.111,0.006,360.315,8.852,70.737,0.923,7.037,0.181,11.233,9.181,2.205,149.057,3.252,29.263,30.854,0.951,6.057,106.97,3.343,21.0,720.631,35.856,141.47400000000002,298.11400000000003,16.727,58.525000000000006,1018.745,1.1049999999999898,-1.1049999999999969,8.822003946939516,40050.25634461466,1.5982881145483852,7.345513770131085,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1996,41524000.0,4381511.0,189011165184.0,0.0,-26.069,0.0,307.119,-14.538,65.734,0.0,0.0,0.0,0.027,-10.0,0.006,308.113,-14.492,65.946,0.967,4.844,0.207,11.17,-0.556,2.391,159.104,6.74,34.054,33.494,8.556,7.169,114.439,6.983,24.494,616.226,-34.186,131.89299999999997,318.207,21.723,68.108,934.433,-4.790999999999997,4.791,9.477095915085002,43138.35231361966,7.972333454677827,8.25867612089044,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1997,41625000.0,4405334.0,205129711616.0,0.0,-26.069,0.0,324.603,5.693,66.246,0.0,0.0,0.0,0.033,22.222,0.007,325.405,5.618,66.409,0.769,-20.462,0.157,11.085,-0.769,2.262,164.595,3.451,33.591,38.681,15.486,7.894,114.829,0.34,23.434,650.81,13.071000000000002,132.81900000000002,329.19,18.508,67.181,980.0,0.46300000000000807,-0.46300000000000097,9.448772783176032,46563.94080812034,0.24323282920719613,8.527827663677323,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1998,41818000.0,4431672.0,216978669568.0,0.0,-26.069,0.0,342.133,5.4,67.111,0.0,0.0,0.0,0.033,0.0,0.006,343.027,5.414,67.287,0.862,12.033,0.169,12.029,8.521,2.36,166.77,1.322,32.713,39.507,2.135,7.75,115.234,0.353,22.604,686.055,22.847,134.573,333.54,12.331,65.42699999999999,1019.595,0.8780000000000001,-0.8780000000000001,9.436167658617334,48960.90450015254,0.4636636636636604,5.776324579532921,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,1999,42591000.0,4462148.0,228192616448.0,0.0,-26.069,0.0,359.132,4.969,68.327,0.0,0.0,0.0,0.074,127.273,0.014,360.078,4.971,68.507,0.871,1.111,0.166,11.272,-6.295,2.145,165.531,-0.743,31.493,37.739,-4.475,7.18,116.519,1.115,22.168,720.155,138.32399999999998,137.014,331.06100000000004,-10.398,62.986,1051.216,1.2199999999999989,-1.2200000000000024,9.54495458241188,51139.63419590744,1.848486297766505,5.168225476876009,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,2000,42110000.0,4491204.0,242751291392.0,0.0,-26.069,0.0,419.354,16.769,71.909,0.016,0.0,0.003,0.092,24.0,0.016,420.279,16.723,72.067,0.817,-6.227,0.14,11.545,2.424,1.98,162.899,-1.59,27.933,42.368,12.265,7.265,108.985,-6.466,18.688,840.558,51.265,144.135,325.79699999999997,6.633,55.866,1166.355,3.559999999999988,-3.5599999999999987,9.376104937562399,54050.3819002655,-1.1293465755676135,6.379993871237977,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,2001,43498000.0,4514019.0,255455346688.0,0.0,-26.069,0.0,353.895,-15.058,68.167,0.016,0.0,0.003,0.079,-12.903,0.015,354.804,-15.031,68.342,0.814,-0.391,0.157,10.288,-10.886,1.982,164.356,0.895,31.658,39.263,-7.329,7.563,114.805,5.34,22.114,709.608,-43.383,136.684,328.712,-11.98,63.31700000000001,1038.32,-3.7249999999999943,3.7250000000000014,9.636202240176658,56591.5532672769,3.2961291854666452,5.233362600524849,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,2002,42553000.0,4538435.0,267081351168.0,0.0,-26.069,0.0,377.615,7.396,69.486,0.015,0.0,0.003,0.219,177.778,0.04,378.648,7.414,69.676,0.798,-1.961,0.147,8.922,-13.278,1.642,164.79,0.264,30.324,41.903,6.724,7.711,113.964,-0.732,20.971,757.2950000000001,190.62699999999995,139.352,329.57899999999995,-7.022000000000001,60.648,1086.874,1.3340000000000032,-1.3339999999999996,9.376139572341566,58848.77742393578,-2.1725136787898336,4.551090682082837,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,2003,43900000.0,4565167.0,277856288768.0,0.0,-26.069,0.0,305.905,-18.468,63.739,0.018,16.981,0.004,0.632,190.667,0.132,307.609,-18.248,64.094,1.053,32.0,0.219,8.712,-2.362,1.815,172.322,4.571,35.906,45.148,7.744,9.407,118.462,3.947,24.683,615.217,202.932,128.188,344.644,13.9,71.811,959.861,-5.582000000000008,5.581999999999997,9.616296621788425,60864.43031941658,3.1654642445891,4.034327950221561,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,2004,44236000.0,4592284.0,297743122432.0,0.0,-26.069,0.0,313.469,3.129,64.434,0.018,0.0,0.004,0.726,15.596,0.149,315.359,3.173,64.822,1.146,8.788,0.236,9.836,12.903,2.022,171.14,-0.686,35.178,47.741,5.744,9.813,113.563,-4.136,23.343,630.7179999999998,30.686000000000003,129.64499999999998,342.28,13.825,70.356,972.9979999999998,0.7280000000000086,-0.7280000000000015,9.632679511981403,64835.52028402425,0.7653758542141231,7.157237200632438,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,2005,43263000.0,4623691.0,314940751872.0,0.0,-26.069,0.0,388.531,24.735,69.605,0.018,0.0,0.003,1.429,98.016,0.256,391.04,24.797,70.055,1.063,-7.242,0.19,8.399,-14.603,1.505,167.154,-2.329,29.945,43.699,-8.466,7.829,115.055,1.314,20.612,782.081,140.306,140.109,334.307,-24.083999999999996,59.89099999999999,1116.388,5.233000000000004,-5.232999999999997,9.356810392389976,68114.57596798748,-2.199565964372907,5.775995529141964,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,2006,43842000.0,4661081.0,332457541632.0,0.021,-26.069,0.004,339.653,-12.027,66.457,0.02,14.516,0.004,1.81,27.455,0.354,342.742,-11.797,67.061,1.239,16.517,0.242,7.205,-14.219,1.41,168.345,0.713,32.939,43.316,-0.876,8.475,117.824,2.406,23.054,685.4850000000001,34.664,134.122,336.69,-11.976,65.878,1022.1750000000002,-2.9939999999999998,2.9939999999999998,9.405972563017034,71326.27423380972,1.338326052284855,5.561931777923501,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,2007,45588000.0,4709582.0,352692895744.0,0.319,1450.0,0.058,377.928,11.969,68.252,0.02,0.0,0.004,2.522,40.252,0.456,382.022,12.323,68.992,1.232,-0.515,0.223,7.923,9.967,1.431,171.7,1.993,31.008,42.637,-1.57,7.7,121.141,2.815,21.878,764.0429999999999,1514.029,137.985,343.401,13.205,62.017,1107.444,1.9309999999999974,-1.931000000000001,9.679839951825873,74888.36498525772,3.9824825509785056,6.086598009678679,"Coupled (GDP↑, CO₂↑)"
Norway,Europe,NOR,2008,44675000.0,4768654.0,364943671296.0,0.912,186.207,0.162,390.722,4.031,69.556,0.021,4.225,0.004,2.566,2.354,0.457,395.487,4.446,70.404,1.267,2.85,0.226,8.165,3.054,1.454,166.25,-3.174,29.596,43.84,2.823,7.804,114.245,-5.692,20.338,790.975,204.113,140.809,332.5,-2.9890000000000003,59.192,1123.475,1.411999999999992,-1.411999999999999,9.368471690334422,76529.70236381168,-2.0027200140387835,3.473496546097765,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,2009,43081000.0,4829195.0,370113314816.0,1.087,19.16,0.21,349.879,-9.897,67.778,0.022,4.054,0.004,2.728,7.01,0.529,354.441,-9.692,68.662,0.725,-42.821,0.14,6.5,-20.393,1.259,161.773,-2.693,31.338,41.993,-4.212,8.135,113.28,-0.845,21.944,708.882,-32.186,137.32299999999998,323.546,-28.143,62.676,1032.4279999999999,-1.7419999999999902,1.7420000000000009,8.920948522476314,76640.78895468086,-3.5679910464465614,1.4165593012317235,"Decoupled (GDP↑, CO₂↓)"
Norway,Europe,NOR,2010,45621000.0,4889747.0,383760924672.0,1.356,24.819,0.272,324.018,-6.82,64.916,0.022,5.195,0.005,2.44,-10.031,0.489,328.951,-6.466,65.904,1.114,53.744,0.223,8.861,36.325,1.775,170.186,5.201,34.096,41.548,-1.061,8.324,119.778,5.736,23.997,657.9010000000001,60.440999999999995,131.80900000000003,340.373,46.201,68.192,998.2740000000001,-2.7580000000000098,2.7579999999999956,9.329930566959804,78482.77726270909,5.895870569392536,3.6874139107329507,"Coupled (GDP↑, CO₂↑)"
